periods,weights,selected_periods
1,0.0,false
2,0.0,false
3,0.0,false
4,0.0,false
5,0.0,false
6,0.0,false
7,0.0,false
8,0.0,false
9,0.0,false
10,0.0,false
11,0.0,false
12,0.0,false
13,0.0,false
14,0.0,false
15,0.0,false
16,0.0,false
17,0.0,false
18,0.0,false
19,0.0,false
20,0.0,false
21,0.0,false
22,0.0,false
23,0.0,false
24,0.0,false
25,0.0,false
26,0.0,false
27,0.0,false
28,0.0,false
29,0.0,false
30,0.0,false
31,0.0,false
32,0.0,false
33,0.0,false
34,0.0,false
35,0.0,false
36,0.0,false
37,0.0,false
38,0.0,false
39,0.0,false
40,0.0,false
41,0.0,false
42,0.0,false
43,0.0,false
44,0.0,false
45,0.0,false
46,0.0,false
47,0.0,false
48,0.0,false
49,0.0,false
50,0.0,false
51,0.0,false
52,172.28388071450829,true
53,0.0,false
54,0.0,false
55,0.0,false
56,0.0,false
57,0.0,false
58,0.0,false
59,0.0,false
60,0.0,false
61,0.0,false
62,0.0,false
63,0.0,false
64,0.0,false
65,0.0,false
66,0.0,false
67,0.0,false
68,0.0,false
69,0.0,false
70,0.0,false
71,0.0,false
72,0.0,false
73,0.0,false
74,0.0,false
75,0.0,false
76,0.0,false
77,0.0,false
78,0.0,false
79,0.0,false
80,0.0,false
81,0.0,false
82,0.0,false
83,0.0,false
84,0.0,false
85,0.0,false
86,0.0,false
87,0.0,false
88,0.0,false
89,0.0,false
90,0.0,false
91,0.0,false
92,0.0,false
93,0.0,false
94,0.0,false
95,0.0,false
96,0.0,false
97,0.0,false
98,0.0,false
99,0.0,false
100,0.0,false
101,0.0,false
102,0.0,false
103,0.0,false
104,0.0,false
105,0.0,false
106,0.0,false
107,0.0,false
108,0.0,false
109,0.0,false
110,0.0,false
111,0.0,false
112,0.0,false
113,0.0,false
114,0.0,false
115,0.0,false
116,0.0,false
117,0.0,false
118,0.0,false
119,0.0,false
120,0.0,false
121,0.0,false
122,0.0,false
123,0.0,false
124,0.0,false
125,0.0,false
126,0.0,false
127,0.0,false
128,0.0,false
129,0.0,false
130,0.0,false
131,0.0,false
132,0.0,false
133,0.0,false
134,0.0,false
135,0.0,false
136,0.0,false
137,0.0,false
138,0.0,false
139,0.0,false
140,0.0,false
141,0.0,false
142,0.0,false
143,0.0,false
144,0.0,false
145,0.0,false
146,0.0,false
147,0.0,false
148,0.0,false
149,0.0,false
150,0.0,false
151,0.0,false
152,0.0,false
153,0.0,false
154,0.0,false
155,0.0,false
156,0.0,false
157,0.0,false
158,0.0,false
159,0.0,false
160,0.0,false
161,0.0,false
162,0.0,false
163,0.0,false
164,0.0,false
165,0.0,false
166,0.0,false
167,0.0,false
168,0.0,false
169,0.0,false
170,0.0,false
171,0.0,false
172,0.0,false
173,0.0,false
174,0.0,false
175,0.0,false
176,0.0,false
177,0.0,false
178,0.0,false
179,0.0,false
180,0.0,false
181,0.0,false
182,0.0,false
183,0.0,false
184,0.0,false
185,0.0,false
186,0.0,false
187,0.0,false
188,0.0,false
189,0.0,false
190,0.0,false
191,0.0,false
192,0.0,false
193,0.0,false
194,0.0,false
195,0.0,false
196,0.0,false
197,0.0,false
198,0.0,false
199,0.0,false
200,0.0,false
201,0.0,false
202,0.0,false
203,0.0,false
204,0.0,false
205,0.0,false
206,0.0,false
207,0.0,false
208,0.0,false
209,0.0,false
210,0.0,false
211,0.0,false
212,0.0,false
213,0.0,false
214,0.0,false
215,0.0,false
216,0.0,false
217,0.0,false
218,0.0,false
219,0.0,false
220,192.71611928549171,true
221,0.0,false
222,0.0,false
223,0.0,false
224,0.0,false
225,0.0,false
226,0.0,false
227,0.0,false
228,0.0,false
229,0.0,false
230,0.0,false
231,0.0,false
232,0.0,false
233,0.0,false
234,0.0,false
235,0.0,false
236,0.0,false
237,0.0,false
238,0.0,false
239,0.0,false
240,0.0,false
241,0.0,false
242,0.0,false
243,0.0,false
244,0.0,false
245,0.0,false
246,0.0,false
247,0.0,false
248,0.0,false
249,0.0,false
250,0.0,false
251,0.0,false
252,0.0,false
253,0.0,false
254,0.0,false
255,0.0,false
256,0.0,false
257,0.0,false
258,0.0,false
259,0.0,false
260,0.0,false
261,0.0,false
262,0.0,false
263,0.0,false
264,0.0,false
265,0.0,false
266,0.0,false
267,0.0,false
268,0.0,false
269,0.0,false
270,0.0,false
271,0.0,false
272,0.0,false
273,0.0,false
274,0.0,false
275,0.0,false
276,0.0,false
277,0.0,false
278,0.0,false
279,0.0,false
280,0.0,false
281,0.0,false
282,0.0,false
283,0.0,false
284,0.0,false
285,0.0,false
286,0.0,false
287,0.0,false
288,0.0,false
289,0.0,false
290,0.0,false
291,0.0,false
292,0.0,false
293,0.0,false
294,0.0,false
295,0.0,false
296,0.0,false
297,0.0,false
298,0.0,false
299,0.0,false
300,0.0,false
301,0.0,false
302,0.0,false
303,0.0,false
304,0.0,false
305,0.0,false
306,0.0,false
307,0.0,false
308,0.0,false
309,0.0,false
310,0.0,false
311,0.0,false
312,0.0,false
313,0.0,false
314,0.0,false
315,0.0,false
316,0.0,false
317,0.0,false
318,0.0,false
319,0.0,false
320,0.0,false
321,0.0,false
322,0.0,false
323,0.0,false
324,0.0,false
325,0.0,false
326,0.0,false
327,0.0,false
328,0.0,false
329,0.0,false
330,0.0,false
331,0.0,false
332,0.0,false
333,0.0,false
334,0.0,false
335,0.0,false
336,0.0,false
337,0.0,false
338,0.0,false
339,0.0,false
340,0.0,false
341,0.0,false
342,0.0,false
343,0.0,false
344,0.0,false
345,0.0,false
346,0.0,false
347,0.0,false
348,0.0,false
349,0.0,false
350,0.0,false
351,0.0,false
352,0.0,false
353,0.0,false
354,0.0,false
355,0.0,false
356,0.0,false
357,0.0,false
358,0.0,false
359,0.0,false
360,0.0,false
361,0.0,false
362,0.0,false
363,0.0,false
364,0.0,false
365,0.0,false
